"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","232327","should add employee details successfully","chromium","2026-05-07","failed","2026-05-07","AddEmployeeData","AddEmpDtl.spec.ts","",""
